 


County Details for Precipitation (in)
Champaign County, IL

Date,BROADLANDS 0.1 SSW,CHAMPAIGN 0.3 ESE,CHAMPAIGN 0.3 NNW,CHAMPAIGN 0.6 NNE,CHAMPAIGN 0.7 SW,CHAMPAIGN 0.9 NE,CHAMPAIGN 1.2 S,CHAMPAIGN 1.3 SSW,CHAMPAIGN 1.5 SSE,CHAMPAIGN 1.7 SW,CHAMPAIGN 2.2 S,CHAMPAIGN 2.5 S,CHAMPAIGN 2.9 SW,CHAMPAIGN 3.0 N,CHAMPAIGN 3.5 SSE,CHAMPAIGN 3.6 W,CHAMPAIGN 3.7 WSW,CHAMPAIGN 3S,CHAMPAIGN 4.8 SSW,CHAMPAIGN 9 SW,CHAMPAIGN URBANA WILLARD AP,DEWEY 1.6 NNW,FISHER,HOMER 2.0 N,HOMER 2.0 NW,HOMER 2.0 WSW,HOMER 2.1 NNE,MAHOMET 1.2 S,MAHOMET 1.7 NNE,MAHOMET 5.5 NE,OGDEN,PHILO,PHILO 1.9 ENE,RANTOUL,RANTOUL CHANUTE AFB,SAVOY 0.6 SSE,SAVOY 0.9 N,SAVOY 2.6 WSW,SIDNEY 0.9 N,ST. JOSEPH 0.9 SSW,ST. JOSEPH 2.6 W,URBANA 0.1 SSE,URBANA 0.9 SSE,URBANA 2.3 SSE,URBANA 4.2 ESE,
2018-06-13,1.93,0.15,0.15,0.15,0.16,M,M,M,0.16,0.05,0.04,0.25,0.13,0.20,0.26,M,0.11,0.18,0.12,0.03,0.00,0.03,0.22,M,0.09,0.10,0.14,0.13,0.06,M,0.33,0.17,0.23,0.00,0.00,0.22,0.04,0.07,0.50,0.07,0.07,0.31,0.29,M,0.15,
2018-06-14,0.02,0.00,0.00,0.00,0.01,M,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-06-15,0.00,0.00,0.02,T,0.01,M,M,M,0.02,0.01,0.01,0.01,0.01,0.01,0.03,M,M,0.02,0.02,0.02,0.04,0.24,0.09,T,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.07,0.10,0.00,0.00,0.02,0.01,0.01,0.24,0.06,0.06,0.02,0.04,0.06,0.11,
2018-06-16,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,M,0.00,0.00,0.00,M,M,0.00,M,0.02,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,T,0.02,0.00,T,0.00,0.00,T,0.00,M,0.04,T,M,0.00,0.00,M,0.00,
2018-06-17,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,M,0.00,M,0.00,M,M,0.00,M,0.01,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-06-18,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-06-19,0.00,0.00,0.00,0.00,T,M,0.00,M,M,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,1.42,0.76,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,1.35,1.35,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,
2018-06-20,0.37,0.50,0.35,0.41,0.61,M,0.64,0.77,M,M,0.94,0.91,0.94,M,1.26,M,0.87,0.87,1.25,0.01,0.01,1.31,1.41,0.28,0.42,0.67,0.27,1.45,1.69,M,0.17,0.74,0.73,1.15,1.15,1.14,0.97,1.36,1.01,0.52,0.67,1.16,0.99,0.74,0.47,
2018-06-21,0.01,0.78,0.52,0.08,0.44,M,0.81,0.54,0.14,M,0.83,0.61,0.47,M,0.60,M,0.27,0.63,0.49,2.49,2.24,0.63,0.40,0.09,0.30,0.90,0.08,0.59,0.52,M,0.07,0.25,0.14,0.10,0.10,0.56,0.73,0.54,0.10,0.26,0.56,0.58,0.48,0.53,0.21,
2018-06-22,2.02,0.61,0.87,1.12,M,M,0.44,0.80,1.11,M,0.51,0.69,0.95,M,1.26,M,0.80,0.68,1.33,0.07,0.09,1.33,0.52,1.40,1.39,1.23,1.23,0.65,1.13,M,1.27,1.27,2.00,0.01,0.01,1.26,0.61,0.85,2.19,1.23,M,1.34,1.83,1.22,1.53,
2018-06-23,0.08,1.44,1.59,1.03,M,M,0.55,0.69,0.12,M,0.00,M,0.19,M,0.07,0.55,0.18,0.07,0.10,0.02,T,M,0.04,0.12,0.24,0.71,0.02,3.14,0.20,0.11,0.06,0.04,0.04,0.00,0.00,0.10,0.06,0.09,0.17,0.10,M,0.15,0.28,0.00,1.22,
2018-06-24,0.00,0.01,0.00,0.00,M,M,0.00,0.03,0.00,0.00,T,0.02,T,0.00,0.00,0.03,0.02,T,0.01,0.03,0.00,M,0.02,T,0.00,0.01,T,0.01,0.01,0.17,0.00,0.00,0.00,0.00,0.00,0.02,T,M,T,0.01,M,M,0.03,T,0.03,
2018-06-25,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.01,M,0.00,0.01,0.00,
2018-06-26,0.01,0.49,0.47,T,M,M,0.56,0.65,0.44,0.63,0.40,0.42,0.57,M,0.00,M,0.86,0.37,0.28,0.63,0.21,0.08,0.11,0.13,0.27,0.12,0.08,0.10,0.04,0.02,0.00,0.34,0.31,0.00,0.00,0.21,0.44,0.29,0.30,0.53,0.71,M,0.45,M,0.37,
2018-06-27,0.24,M,0.03,0.42,M,M,0.03,0.04,0.05,0.01,M,0.02,0.03,M,0.00,M,M,0.02,0.04,0.02,0.00,0.00,0.00,0.04,0.04,0.02,0.05,0.02,0.01,T,0.55,0.08,0.10,0.10,0.10,0.06,0.01,M,0.05,0.01,0.01,M,0.04,M,0.05,
2018-06-28,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,
2018-06-29,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,M,0.00,M,0.00,0.00,0.00,
2018-06-30,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,M,M,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,
2018-07-01,0.00,0.00,0.00,0.00,M,M,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,M,M,0.00,0.00,0.23,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,
2018-07-02,0.28,0.49,0.47,0.45,M,M,0.64,M,0.63,0.56,M,0.61,0.51,0.50,0.88,M,0.24,0.65,0.55,0.01,0.00,0.65,0.96,0.35,M,0.30,0.33,0.41,0.46,0.30,0.20,0.33,0.24,0.40,0.40,0.81,0.90,0.75,0.18,0.39,0.31,M,0.76,0.60,0.35,
2018-07-03,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-07-04,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.01,0.00,M,0.00,0.00,M,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-07-05,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,1.53,1.22,M,0.19,0.00,M,0.00,0.00,0.00,0.24,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-07-06,0.66,M,0.37,0.35,0.31,0.38,0.24,M,0.23,0.27,M,0.20,0.23,0.32,0.44,M,0.35,0.18,0.49,0.02,0.00,M,0.72,1.24,M,0.51,1.28,0.43,0.69,0.01,1.40,0.91,0.86,1.80,1.80,0.29,0.26,0.59,0.60,1.43,M,0.34,0.33,0.13,0.54,
2018-07-07,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-07-08,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-07-09,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-07-10,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.34,0.19,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,T,0.00,0.00,0.00,0.00,0.00,
2018-07-11,0.06,0.18,0.23,0.19,0.09,M,0.12,0.04,0.16,0.17,M,0.01,0.08,0.14,0.02,M,0.20,0.13,0.40,0.03,0.00,T,0.14,0.03,M,0.15,0.03,0.04,0.08,0.54,0.07,0.43,0.68,0.72,0.72,M,0.01,0.28,0.38,0.20,0.33,0.12,0.14,0.14,0.57,
2018-07-12,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-07-13,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-07-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.70,1.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,1.55,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.00,
2018-07-15,0.10,0.99,1.03,0.82,1.10,0.98,1.01,0.94,1.06,0.90,0.85,0.82,0.85,M,0.87,M,0.56,0.95,M,1.95,0.93,1.61,1.91,0.61,M,0.00,0.56,0.51,0.91,1.33,1.02,1.35,1.46,0.00,0.00,M,0.85,0.71,1.34,1.37,M,1.48,1.78,M,1.06,
2018-07-16,0.01,0.00,0.00,0.00,0.03,0.00,0.01,0.04,0.00,0.00,0.03,0.12,0.90,M,1.09,M,1.62,T,M,0.02,0.00,T,0.00,0.01,M,0.00,T,0.02,T,0.01,0.00,0.08,0.13,0.00,0.00,M,0.02,0.84,0.10,0.00,M,0.00,0.01,M,0.14,
2018-07-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,T,0.02,0.00,0.00,0.00,0.00,M,0.00,T,0.00,0.00,0.00,0.00,0.00,T,0.15,0.15,0.00,0.00,0.00,T,M,M,0.00,0.00,M,0.00,
2018-07-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.03,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,M,0.00,
2018-07-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.02,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,M,0.00,
2018-07-20,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.01,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-07-21,0.01,T,T,T,T,M,0.00,T,T,T,T,0.00,0.00,0.02,0.00,M,0.00,0.00,0.00,0.05,0.13,T,0.05,T,0.00,0.00,0.00,T,T,T,0.00,0.03,0.00,0.25,0.25,T,0.00,M,T,0.01,0.02,T,T,M,T,
2018-07-22,0.03,0.22,0.17,0.12,0.21,M,0.19,0.19,0.20,M,0.13,0.15,0.09,0.13,0.20,M,0.07,0.18,0.06,0.11,0.61,T,0.17,0.14,0.22,0.32,0.15,0.07,0.10,0.22,0.08,0.07,0.05,0.07,0.07,0.18,0.21,0.09,0.05,M,M,0.08,0.06,M,0.11,
2018-07-23,0.54,0.34,0.30,0.31,0.34,M,0.41,0.49,0.59,M,0.35,0.50,0.34,0.29,0.39,M,0.78,0.38,0.33,0.00,0.00,T,0.67,0.74,0.78,0.93,0.49,0.27,0.19,0.01,0.70,0.70,0.66,0.00,0.00,0.36,0.47,0.36,0.17,M,0.57,0.34,0.49,M,0.29,
2018-07-24,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,M,0.00,
2018-07-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,M,0.00,
2018-07-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,
2018-07-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,
2018-07-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,
2018-07-29,0.00,0.03,T,0.00,M,0.00,0.05,T,M,T,M,M,T,M,T,M,T,0.01,M,0.45,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,T,0.02,T,0.00,0.01,T,T,M,0.00,T,
2018-07-30,0.29,0.89,0.95,0.76,M,0.95,0.90,0.91,M,0.94,M,M,1.14,M,0.85,M,1.01,0.83,M,0.69,0.40,M,0.93,0.56,0.60,0.69,0.59,1.07,M,M,0.40,0.72,0.75,0.80,0.80,0.42,0.74,0.74,0.64,0.58,0.59,0.70,M,0.79,0.65,
2018-07-31,0.58,0.01,0.02,0.16,M,0.02,T,M,M,M,M,M,0.01,0.02,0.03,M,0.02,0.01,0.02,0.02,0.01,M,0.05,0.01,0.00,0.02,0.02,0.02,M,M,0.11,0.02,0.03,0.05,0.05,M,0.01,0.01,0.01,0.02,0.02,T,0.02,0.01,0.01,
2018-08-01,0.17,0.01,0.02,T,M,0.04,0.01,M,0.01,T,M,M,0.00,0.01,0.03,M,0.03,0.00,0.00,0.04,0.00,1.17,0.43,0.05,0.05,0.07,0.08,1.08,M,M,0.06,0.04,0.05,0.07,0.07,M,T,T,0.05,0.01,T,0.01,0.01,0.00,0.03,
2018-08-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,T,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-03,0.00,0.03,0.03,0.06,0.02,0.08,T,M,0.02,T,M,M,0.03,T,0.03,0.00,0.02,0.00,0.00,0.02,0.01,0.00,0.00,T,T,0.02,0.01,0.02,M,0.00,0.01,0.00,0.00,0.00,0.00,M,0.00,0.00,0.05,T,0.00,0.00,0.01,0.00,0.07,
2018-08-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,M,0.00,0.00,0.00,M,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-07,0.00,0.05,0.02,0.04,0.02,0.07,0.10,M,0.11,0.04,M,M,M,M,0.03,0.00,0.03,0.09,0.03,0.04,0.05,2.72,1.41,0.05,0.05,0.04,0.06,0.34,M,0.63,0.09,0.02,0.04,3.50,3.50,M,0.03,0.03,0.01,M,0.04,0.10,0.00,0.02,0.09,
2018-08-08,0.08,T,T,0.00,T,0.00,T,M,0.00,T,0.02,M,M,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.04,0.01,0.01,0.03,M,0.01,M,0.01,0.00,0.01,0.01,0.00,0.00,M,0.00,T,T,M,0.01,T,0.01,0.01,0.01,
2018-08-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,M,M,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-10,0.00,0.04,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.11,0.10,M,M,M,0.00,0.00,0.00,0.08,0.04,0.02,T,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.12,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-08-11,0.00,M,T,0.02,0.05,0.00,0.00,0.15,0.04,0.00,0.00,M,M,M,0.06,0.00,0.02,0.00,M,0.02,0.00,0.00,0.00,0.00,0.01,0.00,M,0.01,M,0.07,0.13,T,0.01,0.00,0.00,0.05,0.00,M,T,M,0.00,0.00,T,M,0.00,
2018-08-12,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-08-13,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-08-14,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-08-15,0.00,M,T,0.00,0.01,0.02,T,0.01,0.01,M,M,0.02,T,0.01,0.01,T,0.03,T,0.01,1.01,1.25,0.00,0.00,T,0.00,0.00,M,0.00,0.01,0.00,T,0.00,0.00,0.10,0.10,0.01,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-08-16,0.13,M,1.30,1.15,1.46,1.31,1.62,1.63,1.37,M,M,1.22,0.74,0.63,1.03,M,0.98,1.05,1.19,0.02,T,0.02,0.23,0.24,0.25,0.17,M,0.09,0.05,0.02,0.44,0.31,0.33,0.00,0.00,1.08,1.10,M,0.46,0.56,0.70,1.36,1.20,M,0.69,
2018-08-17,0.00,1.53,1.76,1.65,1.39,1.73,1.05,1.11,1.04,0.94,M,0.77,1.24,2.28,0.80,M,0.92,0.80,0.37,0.63,0.50,1.12,0.86,1.00,0.68,0.56,M,2.16,1.85,1.60,0.85,0.48,0.43,0.00,0.00,0.92,0.76,M,0.71,1.17,M,1.21,1.29,M,1.20,
2018-08-18,0.19,0.05,0.07,0.05,0.03,0.14,0.03,0.05,0.01,0.00,M,0.03,0.04,M,0.19,0.14,0.27,0.01,0.13,0.02,T,0.05,0.07,0.25,0.17,0.01,M,0.01,0.01,0.28,0.47,0.01,0.02,0.00,0.00,0.07,0.02,M,0.02,0.04,0.18,0.01,0.07,M,0.09,
2018-08-19,0.01,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.01,0.00,0.01,M,0.00,
2018-08-20,0.00,0.26,0.00,0.00,M,0.00,0.26,0.00,T,M,M,0.00,0.00,T,0.00,0.00,0.00,0.28,0.03,1.99,0.93,0.34,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.30,0.00,0.34,M,0.00,0.15,0.00,0.00,0.00,0.27,0.00,
2018-08-21,0.87,1.65,2.09,1.81,M,1.74,1.39,1.68,1.83,M,M,1.70,1.82,1.78,1.22,1.82,2.27,1.08,1.71,0.01,0.12,M,0.83,0.77,0.80,0.75,M,1.11,0.83,1.03,0.85,1.38,1.46,0.35,0.35,M,1.38,M,1.07,0.70,1.07,1.63,1.66,0.73,1.10,
2018-08-22,0.22,0.03,0.04,0.01,0.01,0.02,0.06,0.11,0.05,M,0.02,0.06,0.08,0.02,0.12,0.00,0.09,0.10,0.13,0.00,0.00,0.00,0.02,0.14,0.30,0.11,0.17,0.01,0.03,0.01,0.02,0.31,0.15,0.00,0.00,M,0.04,M,0.09,0.04,0.01,M,0.12,0.10,0.00,
2018-08-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,
2018-08-24,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.00,T,M,0.14,0.00,T,0.03,0.00,M,0.00,0.02,0.00,0.38,0.37,0.03,0.00,0.00,0.00,0.00,0.00,T,T,0.00,0.00,0.00,0.00,0.35,0.35,0.00,0.08,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-08-25,0.31,M,0.37,0.29,0.36,0.30,0.28,0.40,0.34,M,0.34,0.38,0.33,0.26,0.32,M,0.33,0.33,0.33,0.06,0.01,0.30,0.49,0.26,0.28,0.29,0.25,0.46,0.51,0.56,0.44,0.41,0.43,0.00,0.00,0.35,0.33,0.35,0.39,M,0.28,0.28,0.46,0.32,0.27,
2018-08-26,0.47,M,0.00,T,0.00,T,T,0.00,0.01,M,0.01,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,M,T,0.04,0.02,0.00,0.03,
2018-08-27,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,0.00,T,0.12,0.12,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-08-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
